"2004-03"	4
"2004-04"	16
"2004-05"	6
"2004-06"	469
"2004-07"	284
"2004-08"	344
"2004-09"	404
"2004-10"	1030
"2004-11"	710
"2004-12"	1557
"2005-01"	1230
"2005-02"	930
"2005-03"	1500
"2005-04"	1315
"2005-05"	1485
"2005-06"	1369
"2005-07"	1353
"2005-08"	1919
"2005-09"	2389
"2005-10"	2938
"2005-11"	3044
"2005-12"	4387
"2006-01"	6026
"2006-02"	6782
"2006-03"	8175
"2006-04"	9136
"2006-05"	8405
"2006-06"	10659
"2006-07"	10291
"2006-08"	13049
"2006-09"	11523
"2006-10"	13134
"2006-11"	15159
"2006-12"	17135
"2007-01"	18252
"2007-02"	16871
"2007-03"	20361
"2007-04"	51199
"2007-05"	95764
"2007-06"	32192
"2007-07"	38510
"2007-08"	37936
"2007-09"	37393
"2007-10"	50798
"2007-11"	56531
"2007-12"	68185
"2008-01"	71021
"2008-02"	96501
"2008-03"	94435
"2008-04"	144400
"2008-05"	113340
"2008-06"	149880
"2008-07"	182665
"2008-08"	211574
"2008-09"	341517
"2008-10"	439575
"2008-11"	624990
"2008-12"	1031106
